City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Port Hedland,AU,2022-06-14 03:46:22,-20.3167,118.5667,84.25,23,5,14.97
387,Sechura,PE,2022-06-14 03:56:06,-5.5569,-80.8222,64.18,75,9,10.96
388,Belaya Gora,RU,2022-06-14 03:56:07,68.5333,146.4167,72.54,19,99,16.78
389,Kara,TG,2022-06-14 03:56:07,9.5511,1.1861,75.25,82,55,1.52
390,Hearst,CA,2022-06-14 03:56:08,49.6835,-83.6665,57.45,76,70,2.93
391,Veraval,IN,2022-06-14 03:56:08,20.9,70.3667,86.04,69,50,9.26
392,Verkh-Usugli,RU,2022-06-14 03:56:08,52.7,115.1667,78.78,24,16,4.9
393,El Oro,MX,2022-06-14 03:56:09,26.8667,-105.85,64.85,64,65,19.08
394,Henties Bay,NA,2022-06-14 03:53:27,-22.116,14.2845,57.79,85,8,5.88
395,Kidal,ML,2022-06-14 03:56:10,18.4411,1.4078,92.8,19,31,13.58
396,Montorio Al Vomano,IT,2022-06-14 03:56:10,42.5831,13.6383,70.95,58,52,1.39
397,Sembakung,ID,2022-06-14 03:56:10,3.8167,117.25,92.86,47,70,1.28
398,Kilimatinde,TZ,2022-06-14 03:56:11,-5.85,34.95,57.69,74,1,1.5
399,Rosita,NI,2022-06-14 03:54:47,13.9268,-84.4032,71.87,100,100,1.74
400,Labrea,BR,2022-06-14 03:56:11,-7.2586,-64.7981,71.6,82,95,2.51
401,Wanning,CN,2022-06-14 03:56:12,18.8003,110.3967,88.97,67,100,11.45
402,Praxedis Guerrero,MX,2022-06-14 03:56:12,31.3667,-106.0167,84.63,27,74,24.47
403,Egvekinot,RU,2022-06-14 03:56:12,66.3167,-179.1667,36.19,54,100,9.71
404,Puerto Carreno,CO,2022-06-14 03:56:13,6.189,-67.4859,71.76,94,100,9.08
405,Lagoa,PT,2022-06-14 03:51:32,39.05,-27.9833,61.99,77,100,2.84
406,Ak-Dovurak,RU,2022-06-14 03:56:13,51.1833,90.6,74.19,54,72,1.66
407,Tynda,RU,2022-06-14 03:56:14,55.1667,124.7167,74.46,35,64,1.12
408,Aswan,EG,2022-06-14 03:56:14,24.0934,32.907,85.3,30,0,8.05
409,Pemangkat,ID,2022-06-14 03:49:00,1.1667,108.9667,84.78,65,100,4.38
410,Taonan,CN,2022-06-14 03:56:15,45.3333,122.7833,69.28,71,94,12.82
411,San Jose,US,2022-06-14 03:47:22,37.3394,-121.895,67.05,55,0,14.97
412,Jeremie,HT,2022-06-14 03:56:15,18.65,-74.1167,79.05,81,94,6.35
413,Olafsvik,IS,2022-06-14 03:46:35,64.8945,-23.7142,48.18,90,100,12.66
414,Livramento,BR,2022-06-14 03:56:16,-3.0254,-60.1803,75.87,94,75,2.3
415,Hinton,CA,2022-06-14 03:56:16,53.4001,-117.5857,49.26,97,100,3.78
416,Salalah,OM,2022-06-14 03:56:17,17.0151,54.0924,82.36,81,96,1.16
417,San Juan,AR,2022-06-14 03:56:17,-31.5375,-68.5364,50.79,47,99,1.45
418,Jiancheng,CN,2022-06-14 03:56:18,30.391,104.5491,84.96,45,99,4.38
419,Noyabrsk,RU,2022-06-14 03:56:18,63.1994,75.4507,67.51,65,76,7.4
420,Clyde,US,2022-06-14 03:53:05,41.3042,-82.9752,69.58,94,100,5.61
421,Westport,US,2022-06-14 03:47:37,41.1415,-73.3579,75.18,72,0,5.99
422,Zhigansk,RU,2022-06-14 03:56:19,66.7697,123.3711,62.31,50,23,7.23
423,Chase,CA,2022-06-14 03:56:19,50.8165,-119.6857,56.28,95,100,4.97
424,Karasuk,RU,2022-06-14 03:56:20,53.7377,78.0403,67.42,74,99,12.66
425,Lazurne,UA,2022-06-14 03:56:20,46.084,32.5295,71.55,73,2,4.85
426,Salinopolis,BR,2022-06-14 03:46:33,-0.6136,-47.3561,80.24,76,38,10.04
427,Nayudupeta,IN,2022-06-14 03:56:21,13.9,79.9,88.68,40,89,11.81
428,Basco,PH,2022-06-14 03:48:53,20.4487,121.9702,85.03,75,100,13.38
429,Guerrero Negro,MX,2022-06-14 03:47:39,27.9769,-114.0611,64.0,87,48,17.07
430,Zelenokumsk,RU,2022-06-14 03:56:21,44.4069,43.8806,69.19,76,41,7.99
431,Jiayuguan,CN,2022-06-14 03:56:22,39.8167,98.3,86.72,5,0,19.3
432,Narsingdi,BD,2022-06-14 03:56:22,23.9208,90.7181,86.02,71,100,13.76
433,Necochea,AR,2022-06-14 03:55:21,-38.5473,-58.7368,51.73,59,99,12.97
434,Sumbe,AO,2022-06-14 03:56:23,-11.2061,13.8437,68.18,76,18,4.27
435,Kehtna,EE,2022-06-14 03:56:23,58.9303,24.8781,48.9,78,100,1.77
436,San Cristobal,VE,2022-06-14 03:48:56,7.7669,-72.225,71.78,99,100,4.03
437,Faya,SA,2022-06-14 03:56:24,18.3851,42.4509,69.91,20,2,16.11
438,Dikson,RU,2022-06-14 03:51:51,73.5069,80.5464,31.26,90,88,10.42
439,Porto Novo,BJ,2022-06-14 03:56:24,6.4965,2.6036,76.59,90,98,6.2
440,Okahandja,NA,2022-06-14 03:56:25,-21.9833,16.9167,47.01,72,0,6.04
441,Eureka,US,2022-06-14 03:53:31,40.8021,-124.1637,56.93,76,1,8.01
442,Kruisfontein,ZA,2022-06-14 03:51:31,-34.0033,24.7314,60.33,52,54,18.72
443,Almaznyy,RU,2022-06-14 03:56:26,48.0448,40.045,67.82,54,24,4.0
444,Magadan,RU,2022-06-14 03:56:26,59.5667,150.8,51.53,83,100,7.36
445,Pontes E Lacerda,BR,2022-06-14 03:56:26,-15.2261,-59.3353,53.62,55,0,3.13
446,Jamsa,FI,2022-06-14 03:56:27,61.8642,25.19,54.14,90,51,3.69
447,Miandrivazo,MG,2022-06-14 03:56:27,-19.5167,45.4667,67.71,65,0,3.94
448,Kharan,PK,2022-06-14 03:56:28,28.5833,65.4167,92.55,24,0,2.71
449,La Palma,US,2022-06-14 03:46:29,33.8464,-118.0467,74.71,77,20,8.05
450,Aqtobe,KZ,2022-06-14 03:56:28,50.2797,57.2072,59.09,67,0,2.24
451,Malartic,CA,2022-06-14 03:56:29,48.1335,-78.1328,55.51,97,2,4.63
452,Morehead,US,2022-06-14 03:53:30,37.2711,-87.1764,82.78,88,0,3.44
453,Constitucion,CL,2022-06-14 03:56:29,-35.3333,-72.4167,50.95,82,100,8.21
454,Mwense,ZM,2022-06-14 03:56:30,-10.3845,28.698,53.22,75,3,2.35
455,Risor,NO,2022-06-14 03:56:30,58.7206,9.2342,52.52,66,19,6.78
456,Penzance,GB,2022-06-14 03:56:30,50.1186,-5.5371,53.28,72,36,6.67
457,Hamilton,US,2022-06-14 03:53:12,39.1834,-84.5333,74.98,96,100,8.16
458,Los Palacios,CU,2022-06-14 03:56:31,22.5872,-83.2486,76.14,84,1,1.3
459,Iskateley,RU,2022-06-14 03:56:32,67.6803,53.1512,53.76,75,100,8.95
460,Gizo,SB,2022-06-14 03:56:32,-8.103,156.8419,83.46,71,56,5.57
461,Udachnyy,RU,2022-06-14 03:56:32,66.4167,112.4,73.45,28,87,4.72
462,Korla,CN,2022-06-14 03:54:15,41.7597,86.1469,96.06,5,100,11.23
463,Murwara,IN,2022-06-14 03:56:33,23.85,80.4,96.67,37,17,11.97
464,Katsuura,JP,2022-06-14 03:52:55,35.1333,140.3,66.61,75,100,12.91
465,Sorland,NO,2022-06-14 03:56:33,67.667,12.6934,48.9,96,100,8.01
466,Opuwo,NA,2022-06-14 03:52:57,-18.0607,13.84,49.21,56,0,1.57
467,Kieta,PG,2022-06-14 03:56:34,-6.2167,155.6333,83.57,74,48,7.23
468,Honiara,SB,2022-06-14 03:56:34,-9.4333,159.95,85.26,69,12,7.45
469,Zvishavane,ZW,2022-06-14 03:56:35,-20.3267,30.0665,50.18,68,0,3.65
470,Ransang,PH,2022-06-14 03:56:35,8.9603,117.5828,85.39,71,41,4.12
471,Klaksvik,FO,2022-06-14 03:52:49,62.2266,-6.589,50.92,98,99,18.25
472,Plettenberg Bay,ZA,2022-06-14 03:56:35,-34.0527,23.3716,57.34,83,42,3.74
473,Birjand,IR,2022-06-14 03:56:16,32.8663,59.2211,82.87,16,20,11.5
474,Masuguru,TZ,2022-06-14 03:56:36,-11.3667,38.4167,63.7,94,4,1.48
475,Panguipulli,CL,2022-06-14 03:56:36,-39.6333,-72.3333,46.29,98,100,2.95
476,Jimani,DO,2022-06-14 03:56:37,18.4917,-71.8502,75.09,89,94,3.02
477,Baculin,PH,2022-06-14 03:56:37,7.4525,126.5842,86.67,66,98,10.02
478,San Joaquin,US,2022-06-14 03:56:37,37.9333,-121.3011,74.17,38,0,8.19
479,Ambon,ID,2022-06-14 03:48:56,-3.6954,128.1814,91.54,58,40,4.61
480,Labuan,MY,2022-06-14 03:56:38,5.2767,115.2417,86.36,79,20,3.44
481,Uvat,RU,2022-06-14 03:56:38,59.1433,68.8953,48.42,96,100,5.66
482,Mangrol,IN,2022-06-14 03:56:39,21.1167,70.1167,86.05,69,63,8.34
483,Moustheni,GR,2022-06-14 03:56:39,40.8667,24.1167,70.3,69,5,4.65
484,Les Cayes,HT,2022-06-14 03:56:39,18.2,-73.75,77.63,81,99,1.63
485,Aykhal,RU,2022-06-14 03:56:40,66.0,111.5,69.8,23,58,4.63
486,Pompeu,BR,2022-06-14 03:56:40,-19.2244,-44.9353,52.14,44,74,4.7
487,Marsh Harbour,BS,2022-06-14 03:56:40,26.5412,-77.0636,80.64,83,9,10.85
488,Koumac,NC,2022-06-14 03:56:41,-20.5667,164.2833,75.33,86,100,6.11
489,Teyateyaneng,LS,2022-06-14 03:56:41,-29.1472,27.7489,42.78,55,95,7.11
490,Iisalmi,FI,2022-06-14 03:56:41,63.5592,27.1907,54.79,91,84,3.29
491,Verkhneyarkeyevo,RU,2022-06-14 03:56:42,55.4505,54.3145,60.12,70,17,6.51
492,Baker City,US,2022-06-14 03:54:19,44.7749,-117.8344,45.19,80,82,4.34
493,Auki,SB,2022-06-14 03:56:42,-8.7676,160.7034,84.85,66,4,3.06
494,Novoagansk,RU,2022-06-14 03:56:43,61.9449,76.6625,63.9,74,62,7.87
495,Bertoua,CM,2022-06-14 03:56:43,4.5833,13.6833,66.6,99,100,0.89
496,Lorengau,PG,2022-06-14 03:54:07,-2.0226,147.2712,85.37,63,21,13.0
497,Ossora,RU,2022-06-14 03:56:43,59.2353,163.0719,53.65,57,44,1.07
498,Aguas Vermelhas,BR,2022-06-14 03:56:44,-15.7472,-41.46,63.79,95,95,4.99
499,Isangel,VU,2022-06-14 03:55:33,-19.55,169.2667,80.71,78,75,4.61
500,Coquimbo,CL,2022-06-14 03:56:44,-29.9533,-71.3436,51.53,81,100,2.3
501,Kvam,NO,2022-06-14 03:56:45,61.6656,9.6898,49.19,73,27,3.33
502,Hay River,CA,2022-06-14 03:51:39,60.8156,-115.7999,67.98,34,40,5.75
503,Arman,RU,2022-06-14 03:56:45,59.7,150.1667,52.02,84,100,3.47
504,Krasnoarmeysk,RU,2022-06-14 03:56:46,51.0239,45.6969,64.31,64,58,5.7
505,Toora-Khem,RU,2022-06-14 03:56:46,52.4675,96.11,67.78,67,100,4.16
506,Listvyanka,RU,2022-06-14 03:56:46,51.8535,104.8693,60.69,67,100,6.98
507,Andrelandia,BR,2022-06-14 03:56:47,-21.7397,-44.3092,45.61,96,94,3.85
508,Goure,NE,2022-06-14 03:56:47,13.9835,10.2704,80.02,59,64,10.94
509,Atasu,KZ,2022-06-14 03:56:48,48.6814,71.6433,72.18,45,20,14.18
510,Nemuro,JP,2022-06-14 03:56:48,43.3236,145.575,51.57,75,0,9.71
511,Patos,BR,2022-06-14 03:56:48,-7.0244,-37.28,69.57,92,24,5.19
512,Cobija,BO,2022-06-14 03:56:49,-11.0267,-68.7692,60.33,77,71,2.3
513,Borgo San Dalmazzo,IT,2022-06-14 03:56:49,44.333,7.4858,65.82,100,0,2.26
514,Kamina,CD,2022-06-14 03:56:50,-8.7386,24.9906,58.75,58,4,4.09
515,Warri,NG,2022-06-14 03:56:50,5.5167,5.75,74.79,96,100,3.09
516,Payakumbuh,ID,2022-06-14 03:56:50,-0.2202,100.6308,75.07,83,100,2.55
517,Husavik,IS,2022-06-14 03:56:51,66.0449,-17.3389,50.56,85,91,8.55
518,Vershino-Darasunskiy,RU,2022-06-14 03:56:51,52.35,115.5167,76.53,24,27,5.32
519,Ostersund,SE,2022-06-14 03:56:52,63.1792,14.6357,51.62,93,100,10.36
520,Vila Velha,BR,2022-06-14 03:50:20,-20.3297,-40.2925,67.95,80,0,8.99
521,Russell,US,2022-06-14 03:56:52,32.3502,-85.1999,83.01,68,95,3.78
522,Vaxjo,SE,2022-06-14 03:53:28,56.8777,14.8091,52.57,87,100,11.5
523,Chara,RU,2022-06-14 03:56:53,56.9064,118.2631,64.54,54,81,6.24
524,Jardim,BR,2022-06-14 03:47:48,-21.4803,-56.1381,48.63,66,0,2.71
525,Yarmouth,US,2022-06-14 03:56:53,41.7057,-70.2286,69.96,91,31,10.0
526,Senneterre,CA,2022-06-14 03:56:54,48.3835,-77.2328,52.39,96,3,3.71
527,Gazojak,TM,2022-06-14 03:56:54,41.1875,61.4036,91.26,10,21,7.99
528,Charlottesville,US,2022-06-14 03:54:40,38.0293,-78.4767,80.15,96,75,1.01
529,Puerto Escondido,MX,2022-06-14 03:56:55,15.85,-97.0667,77.7,85,90,5.48
530,Saint-Georges,GD,2022-06-14 03:56:55,12.0564,-61.7485,80.28,83,75,11.5
531,Chumikan,RU,2022-06-14 03:55:19,54.7183,135.315,50.5,98,100,4.18
532,Abaza,RU,2022-06-14 03:55:00,52.655,90.0928,71.19,72,100,2.1
533,Abu Samrah,SY,2022-06-14 03:53:00,35.3029,37.1841,69.19,69,0,13.6
534,Barra Velha,BR,2022-06-14 03:56:56,-26.6322,-48.6847,54.39,96,8,4.12
535,Mandiana,GN,2022-06-14 03:56:56,10.6333,-8.6833,72.72,89,11,4.52
536,Diego De Almagro,CL,2022-06-14 03:56:57,-26.3667,-70.05,50.47,66,62,1.19
537,Callaway,US,2022-06-14 03:56:57,30.153,-85.5699,82.96,88,75,8.05
538,Kantabanji,IN,2022-06-14 03:56:58,20.4833,82.9167,97.21,35,24,6.38
539,Wajima,JP,2022-06-14 03:56:58,37.4,136.9,74.08,68,100,2.3
540,Awjilah,LY,2022-06-14 03:56:58,29.1081,21.2869,70.7,66,0,7.92
541,Loandjili,CG,2022-06-14 03:56:59,-4.7561,11.8578,69.91,94,20,1.14
542,Coro,VE,2022-06-14 03:56:59,11.4045,-69.6734,77.16,85,100,13.94
543,Taber,CA,2022-06-14 03:57:00,49.8167,-112.1518,49.84,78,39,26.46
544,Hundested,DK,2022-06-14 03:57:00,55.9667,11.8667,54.91,79,51,1.01
545,Ovsyanka,RU,2022-06-14 03:57:00,55.9575,92.5519,79.77,44,100,3.18
546,Anadyr,RU,2022-06-14 03:57:01,64.75,177.4833,37.9,86,75,11.18
547,Key Largo,US,2022-06-14 03:53:56,25.0865,-80.4473,82.99,73,19,10.0
548,Sabinas Hidalgo,MX,2022-06-14 03:57:01,26.5,-100.1667,81.23,58,87,12.03
549,Gusau,NG,2022-06-14 03:57:02,12.1628,6.6614,80.55,62,99,11.99
550,Belyy Yar,RU,2022-06-14 03:57:02,53.6039,91.3903,75.09,69,0,4.47
551,Grindavik,IS,2022-06-14 03:54:58,63.8424,-22.4338,48.15,87,75,13.8
552,Campos Novos,BR,2022-06-14 03:57:03,-27.4017,-51.225,39.54,96,0,4.45
553,Mogadishu,SO,2022-06-14 03:57:03,2.0371,45.3438,80.47,78,40,16.11
554,Zhezkazgan,KZ,2022-06-14 03:57:04,47.8043,67.7144,71.58,24,0,4.47
555,Aitape,PG,2022-06-14 03:56:42,-3.1374,142.3475,83.91,74,84,9.08
556,Simbahan,PH,2022-06-14 03:57:04,6.3032,120.5836,83.07,69,100,5.44
557,Prince Rupert,CA,2022-06-14 03:57:05,54.3161,-130.3201,53.69,84,0,5.75
558,Rawson,AR,2022-06-14 03:57:05,-43.3002,-65.1023,51.8,34,79,3.09
559,San Quintin,MX,2022-06-14 03:55:26,30.4833,-115.95,61.92,86,0,14.76
560,Longonjo,AO,2022-06-14 03:57:06,-12.9067,15.2533,49.41,56,0,2.24
561,Moranbah,AU,2022-06-14 03:57:06,-22.0016,148.0466,70.88,41,40,11.43
562,Cartagena,CO,2022-06-14 03:57:02,10.3997,-75.5144,82.02,83,40,3.44
563,Dhidhdhoo,MV,2022-06-14 03:57:07,6.8833,73.1,82.71,76,100,10.36
564,Vastse-Kuuste,EE,2022-06-14 03:57:07,58.1669,26.9343,53.89,77,100,0.36
565,Quelimane,MZ,2022-06-14 03:49:10,-17.8786,36.8883,63.66,95,8,1.3
566,Portovelo,EC,2022-06-14 03:57:08,-3.7167,-79.6167,65.57,88,49,4.03
567,Gumdag,TM,2022-06-14 03:57:08,39.2061,54.5906,92.86,13,79,9.51
568,Chifeng,CN,2022-06-14 03:57:08,42.2683,118.9636,70.12,59,59,15.68
569,Cap Malheureux,MU,2022-06-14 03:57:09,-19.9842,57.6142,74.46,58,93,8.01
570,Coihaique,CL,2022-06-14 03:52:47,-45.5752,-72.0662,39.15,100,40,8.05
571,Nome,US,2022-06-14 03:47:52,64.5011,-165.4064,44.67,70,100,10.36
572,Mutoko,ZW,2022-06-14 03:57:09,-17.397,32.2268,48.42,95,0,2.62
573,Dingle,PH,2022-06-14 03:47:42,10.9995,122.6711,88.93,61,60,6.64
574,Marystown,CA,2022-06-14 03:57:10,47.1666,-55.1483,47.86,100,92,3.0
575,Hays,US,2022-06-14 03:57:10,30.0502,-98.0336,84.2,73,51,7.0
576,Garango,BF,2022-06-14 03:57:11,11.8,-0.5506,83.62,54,89,6.58
577,Maltahohe,NA,2022-06-14 03:57:11,-24.8333,16.9833,43.3,86,10,14.2
578,Moree,AU,2022-06-14 03:57:12,-29.4667,149.85,62.11,46,0,6.17
579,Anaconda,US,2022-06-14 03:57:12,46.1285,-112.9423,37.24,71,43,7.85
